Nice name, ID, Level, X, Z
"Skeleton",70,0,2538,9816
"Skeleton",80,0,2540,9813
"Butterfly",234,0,2540,9820
"Zombie",26,0,2540,9823
"Zombie",30,0,2540,9843
"Moss Guardian",891,0,2541,9845
"Moss Guardian",891,0,2542,9819
"Zombie",50,0,2542,9840
"Butterfly",234,0,2543,9813
"Skeleton",78,0,2543,9847
"Skeleton",78,0,2545,9822
"Butterfly",234,0,2546,9817
"Zombie",51,0,2546,9842
"Mountain troll",937,0,1219,3490
"Mountain troll",936,0,1221,3496
"Mountain troll",936,0,1222,3488
"Mountain troll",937,0,1223,3501
"Mountain troll",936,0,1225,3493
"Mountain troll",936,0,1228,3500
"Mountain troll",937,0,1229,3489
"Bear Cub",3909,0,1231,3475
"Grizzly bear",2838,0,1235,3473
"Mountain troll",936,0,1237,3518
"Mountain troll",938,0,1241,3513
"Mountain troll",941,0,1242,3519
"Bear Cub",3909,0,1243,3473
"Mountain troll",937,0,1245,3514
"Mountain troll",939,0,1246,3517
"Bear Cub",3908,0,1247,3481
"Grizzly bear",2838,0,1251,3477
"Bear Cub",3909,0,1260,3477
"Mountain goat",4145,0,1263,3497
"Grizzly bear",2838,0,1265,3475
"Mountain goat",4147,0,1266,3496
"Mountain goat",4146,0,1266,3499
"Bear Cub",3909,0,1268,3470
"Mountain goat",4145,0,1274,3505
"Grizzly bear",2838,0,1277,3479
"Bear Cub",3908,0,1279,3475
"Cow",5842,0,2435,4442
"",1172,0,2435,4450
"Ork",5236,0,2436,4455
"Blaec",5387,0,2438,4442
"Ork",5236,0,2438,4453
"Cow",5842,0,2439,4457
"Fairy",3367,0,2440,4425
"Fairy",3367,0,2441,4429
"Cow",5842,0,2441,4448
"Chaeldar",404,0,2444,4431
"Fairy Queen",5849,0,2445,4427
"Fat Rocco",5852,0,2445,4430
"Fairy Godfather",5850,0,2446,4427
"Fairy",3367,0,2446,4432
"Slim Louie",5851,0,2448,4428
"Fairy",3367,0,2451,4423
"Fairy",3367,0,2451,4427
"Fairy",3367,0,2452,4431
"Co-ordinator",5835,0,2452,4451
"Ork",5424,0,2452,4466
"Ork",5424,0,2456,4467
"Butterfly",234,0,2464,4421
"Gatekeeper",5840,0,2464,4436
"Butterfly",234,0,2466,4423
"Gatekeeper",5840,0,2466,4432
"Gatekeeper",5840,0,2467,4438
"Gatekeeper",5840,0,2471,4436
"Fairy",3367,0,2474,4455
"Butterfly",235,0,2475,4459
"Lunderwin",3202,0,2475,4465
"Fairy",3367,0,2476,4441
"Irksol",3203,0,2479,4469
"Butterfly",235,0,2480,4458
"Man",9392,0,2481,4442
"Fairy",3367,0,2481,4450
"Butterfly",235,0,2481,4454
"Jukat",3201,0,2484,4452
"Fairy",3367,0,2484,4463
"Butterfly",234,0,2486,4464
"Fairy",3204,0,2486,4470
"Fairy",3367,0,2488,4457
"Butterfly",235,0,2488,4465
"Fairy",3367,0,2489,4428
"Fairy",2829,2,2472,4453
"Fairy",2829,2,2480,4454
"Fairy",2829,2,2483,4464
"Fairy",2829,2,2490,4451
"Maniacal Monkey Archer",7119,0,2627,9254
"Maniacal monkey",7118,0,2629,9252
"Maniacal monkey",7118,0,2629,9255
"Maniacal Monkey Archer",7119,0,2629,9258
"Maniacal monkey",7118,0,2629,9261
"Maniacal Monkey Archer",7119,0,2631,9251
"Maniacal Monkey Archer",7119,0,2631,9261
"Maniacal monkey",7118,0,2632,9258
"Maniacal monkey",7118,0,2633,9252
"Maniacal monkey",7118,0,2634,9253
"Maniacal Monkey Archer",7119,0,2635,9255
"Maniacal Monkey Archer",7119,1,2624,9271
"Maniacal Monkey Archer",7119,1,2627,9227
"Maniacal Monkey Archer",7119,1,2627,9233
"Maniacal Monkey Archer",7119,1,2627,9269
"Maniacal Monkey Archer",7119,1,2627,9271
"Maniacal monkey",7118,1,2629,9232
"Maniacal Monkey Archer",7119,1,2629,9235
"Maniacal monkey",7118,1,2629,9241
"Maniacal Monkey Archer",7119,1,2629,9270
"Maniacal monkey",7118,1,2630,9234
"Maniacal monkey",7118,1,2630,9243
"Maniacal Monkey Archer",7119,1,2630,9269
"Maniacal monkey",7118,1,2631,9242
"Vulture",1267,0,3333,2864
"Vulture",1267,0,3335,2860
"Vulture",1267,0,3338,2864
"Simon Templeton",5786,0,3346,2826
"Pyramid block",5788,1,3372,2847
"Pyramid block",5787,3,3366,2845
"Lizard",7597,0,1167,9930
"Gnosi",8006,0,1168,9940
"Historian Duffy",8007,0,1171,9935
"Natural Historian",8021,0,1174,9939
"Lizard",7597,0,1177,9941
"Lizard",7597,0,1201,9973
"Soldier",8567,0,1411,3719
"Soldier",8567,0,1412,3712
"Soldier",8567,0,1412,3715
"Lizardman shaman",6766,0,1424,3718
"Skeleton",83,0,1424,3775
"Skeleton",82,0,1428,3774
"Spider",3019,0,1442,3771
"Giant rat",2863,0,1443,3749
"Giant rat",2862,0,1446,3746
"Rat",2854,0,1446,3750
"Spider",3019,0,1453,3744
"Armourer (tier 1)",7083,0,1453,3746
"Spider",3019,0,1453,3771
"Armourer (tier 4)",7086,0,1460,3761
"Asteros Arceuus",7016,0,1462,3731
"Spider",3019,0,1462,3765
"Asteros Arceuus",7016,0,1464,3728
"Asteros Arceuus",7016,0,1464,3733
"Asteros Arceuus",7016,0,1465,3731
"Protest Leader",7017,0,1466,3730
"Asteros Arceuus",7016,0,1467,3731
"Revenant demon",7936,0,3162,10114
"Revenant pyrefiend",7932,0,3170,10155
"Dark warrior",531,0,3556,5955
"Dark warrior",531,0,3558,5962
"Dark warrior",531,0,3562,5968
"Dark warrior",531,0,3567,5973
"Dark warrior",531,0,3573,5977
"Dark warrior",531,0,3580,5979
"Magic axe",2844,0,2955,9775
"Magic axe",2844,0,2956,9790
"Magic axe",2844,0,2957,9780
"Squire",10368,0,2962,9733
"Magic axe",2844,0,2962,9791
"Magic axe",2844,0,2966,9775
"Magic axe",2844,0,2966,9787
"Bryn",9020,1,3030,6128
"Albino bat",1039,0,3718,9357
"Cave horror",1048,0,3720,9349
"Cave horror",1049,0,3723,9379
"Cave horror",1049,0,3724,9391
"Albino bat",1039,0,3725,9370
"Cave horror",1048,0,3726,9399
"Cave horror",1049,0,3729,9349
"Cave horror",1047,0,3732,9390
"Cave horror",1048,0,3733,9353
"Cave horror",1048,0,3733,9367
"Albino bat",1039,0,3734,9398
"Albino bat",1039,0,3739,9385
"Cave horror",1047,0,3741,9373
"Albino bat",1039,0,3747,9398
"Cave horror",1048,0,3754,9385
"Albino bat",1039,0,3756,9391
"Cave horror",1048,0,3759,9395
"Albino bat",1039,0,3761,9405
"King Scorpion",3027,0,3075,3848
"King Scorpion",3027,0,3090,3841
"Lesser demon",2008,0,3091,3861
"Hill Giant",2103,0,3094,3849
"Lesser demon",2006,0,3094,3869
"Hill Giant",2100,0,3104,3875
"Hill Giant",2101,0,3110,3854
"Hill Giant",2102,0,3117,3854
"Saba",4093,0,2270,4759
"Imp",5007,0,3073,3250
"Pig",2797,0,3075,3259
"Pig",2796,0,3075,3261
"Piglet",2798,0,3076,3261
"Pig",2796,0,3077,3259
"Pig",2797,0,3077,3260
"Olivia",500,0,3078,3251
"Martin the Master Gardener",5832,0,3078,3258
"Gull",4290,0,3079,3229
"Town Crier",277,0,3079,3249
"Piglet",2800,0,3079,3260
"Piglet",2799,0,3079,3261
"Master Farmer",5730,0,3080,3250
"Diango",8693,0,3081,3247
"Market Guard",5732,0,3083,3247
"Market Guard",5732,0,3083,3253
"Dark wizard",512,0,3084,3236
"Gull",4289,0,3085,3219
"Fishing spot",1525,0,3085,3230
"Dark wizard",512,0,3085,3238
"Fortunato",1260,0,3085,3251
"Fishing spot",1525,0,3086,3227
"Aggie",4284,0,3086,3259
"Banker",1613,0,3088,3242
"Bank guard",2123,0,3088,3247
"Wise Old Man",2109,0,3088,3255
"Banker",1618,0,3090,3242
"Banker",1618,0,3090,3243
"Banker",1613,0,3090,3245
"Man",9392,0,3093,3238
"Miss Schism",2116,0,3095,3252
"Twiggy O'Korn",5527,0,3096,3227
"Squirrel",5528,0,3097,3227
"Ned",4280,0,3100,3258
"Black Knight",516,0,3101,3220
"Jail guard",4277,0,3109,3237
"Leela",4274,0,3113,3263
"Jail guard",4278,0,3120,3238
"Jail guard",4279,0,3121,3249
"Prince Ali",4282,0,3123,3242
"Joe",4275,0,3123,3245
"Jail guard",4276,0,3127,3248
"Lady Keli",4281,0,3128,3244
"Bed",2114,1,3087,3254
"Skeleton",82,0,2562,9506
"Skeleton",82,0,2564,9504
"Skeleton",82,0,2564,9509
"Skeleton",82,0,2565,9507
"Skeleton",82,0,2567,9506
"Skeleton",82,0,2568,9509
"Giant bat",2834,0,2569,9530
"Giant bat",2834,0,2571,9525
"Giant bat",2834,0,2575,9525
"Chaos druid warrior",532,0,2576,9501
"Chaos druid warrior",532,0,2578,9500
"Chaos druid warrior",532,0,2579,9508
"Chaos druid warrior",532,0,2580,9497
"Chaos druid warrior",532,0,2580,9502
"Zombie",49,0,2583,9493
"Chaos druid warrior",532,0,2583,9499
"Zombie",50,0,2584,9491
"Zombie",51,0,2587,9492
"Wizard Frumscone",3246,0,2588,9489
"Chaos druid warrior",532,0,2588,9498
"Zombie",51,0,2590,9491
"Zombie",49,0,2590,9493
"Zombie",50,0,2591,9492
"Zombie",50,0,2593,9491
"Zombie",49,0,2593,9492
"Chaos druid warrior",532,0,2594,9498
"Chaos druid warrior",532,0,2598,9497
"Giant bat",2834,0,2599,9485
"Giant bat",2834,0,2600,9480
"Giant bat",2834,0,2601,9478
"Giant bat",2834,0,2602,9484
"Giant bat",2834,0,2607,9485
"Chaos druid",520,0,2611,9483
"Chaos druid",520,0,2611,9487
"Chaos druid",520,0,2612,9488
"Chaos druid",520,0,2613,9482
"Sigbert the Adventurer",5423,0,2613,9506
"Chaos druid",520,0,2613,9521
"Salarin the twisted",304,0,2613,9523
"Chaos druid",520,0,2614,9483
"Chaos druid",520,0,2614,9521
"Chaos druid",520,0,2614,9525
"Chaos druid",520,0,2615,9487
"Chaos druid",520,0,2616,9484
"Chaos druid",520,0,2616,9522
"Miner",1992,0,2376,10198
"Ice troll runt",5828,0,2378,10216
"Miner",1992,0,2386,10185
"Miner",1992,0,2386,10197
"Miner",1992,0,2389,10209
"Miner",1992,0,2401,10189
"Ice troll female",5830,0,2401,10217
"Ice troll male",5829,0,2401,10220
"Ice troll runt",5828,0,2402,10225
"Ice troll female",5830,0,2403,10223
"Ice troll runt",1874,0,2404,10215
"Miner",1992,0,2407,10214
"Ice troll runt",5828,0,2408,10227
"Ice troll female",5830,0,2409,10223
"Miner",1992,0,2411,10192
"Ice troll male",5829,0,2411,10220
"Miner",1992,0,2420,10199
"Ice troll runt",5828,0,2420,10215
"Basilisk Knight",9293,0,2432,10392
"Dagannoth",7260,0,2433,10417
"Basilisk Knight",9293,0,2434,10387
"Dagannoth",7260,0,2435,10414
"Dagannoth",7260,0,2446,10430
"Basilisk Knight",9293,0,2450,10380
"Basilisk Knight",9293,0,2450,10389
"Basilisk Knight",9293,0,2453,10384
"Basilisk Knight",9293,0,2455,10378
"Basilisk Knight",9293,0,2455,10390
"Basilisk Knight",9293,0,2459,10382
"Basilisk Knight",9293,0,2460,10388
"Basilisk",417,0,2475,10403
"Basilisk",417,0,2478,10408
"Dagannoth",7260,0,2479,10430
"Basilisk",417,0,2480,10401
"Basilisk",417,0,2481,10405
"Basilisk",417,0,2482,10410
"Basilisk",417,0,2485,10406
"Basilisk",417,0,2459,10398
"Basilisk",417,0,2459,10403
"Basilisk",417,0,2461,10407
"Basilisk",417,0,2463,10399
"Basilisk",417,0,2464,10403
"Basilisk",417,0,2467,10398
"Carnivorous chinchompa",2911,0,2497,2901
"Carnivorous chinchompa",2911,0,2497,2909
"Tropical wagtail",5548,0,2499,2890
"Carnivorous chinchompa",2911,0,2501,2906
"Tropical wagtail",5548,0,2502,2892
"Carnivorous chinchompa",2911,0,2503,2881
"Tropical wagtail",5548,0,2504,2888
"Carnivorous chinchompa",2911,0,2507,2885
"Tropical wagtail",5548,0,2511,2914
"Tropical wagtail",5548,0,2513,2911
"Tropical wagtail",5548,0,2515,2914
"Tropical wagtail",5548,0,2523,2939
"Hunting expert",1504,0,2525,2917
"Tropical wagtail",5548,0,2525,2933
"Tropical wagtail",5548,0,2526,2939
"Hunting expert",5529,0,2527,2893
"Black warlock",5553,0,2532,2905
"Tropical wagtail",5548,0,2538,2884
"Black warlock",5553,0,2540,2898
"Black warlock",5553,0,2540,2914
"Tropical wagtail",5548,0,2543,2887
"Spined larupia",2908,0,2544,2910
"Tropical wagtail",5548,0,2545,2882
"Black warlock",5553,0,2550,2893
"Spined larupia",2908,0,2550,2904
"Black warlock",5553,0,2551,2915
"Carnivorous chinchompa",2911,0,2553,2935
"Spined larupia",2908,0,2556,2895
"Carnivorous chinchompa",2911,0,2556,2914
"Carnivorous chinchompa",2911,0,2557,2932
"Carnivorous chinchompa",2911,0,2557,2936
"Carnivorous chinchompa",2911,0,2559,2911
"Carnivorous chinchompa",2911,0,2559,2918
"Rat",2854,0,2070,5956
"Garl",10560,0,2072,5960
"Bat",2827,1,3727,9755
"Kroy",9824,1,3727,9759
"Spider",3019,1,3727,9779
"Bat",2827,1,3729,9763
"Spider",3019,1,3730,9781
"Spider",3019,1,3733,9780
"Spider",3019,1,3735,9781
"Sister Salohcin",9407,1,3742,9768
"Jury",4334,0,1815,4272
"Giant bat",2834,0,3731,3393
"Giant bat",2834,0,3743,3394
"Giant bat",2834,0,3744,3399
"Giant bat",2834,0,3751,3401
"Giant bat",2834,0,3754,3398
"Giant bat",2834,0,3759,3395
"Doyen",8570,0,1359,3713
"Lizardman brute",8564,0,1360,3712
"Lizardman brute",8564,0,1361,3717
"Lizardman",8563,0,1363,3714
"Soldier",8568,0,1363,3717
"Soldier",8567,0,1363,3722
"Soldier",8568,0,1365,3712
"Lizardman",8563,0,1365,3716
"Lizardman brute",8564,0,1366,3713
"Soldier",8568,0,1366,3724
"Ranger",8566,0,1368,3735
"Soldier",8567,0,1369,3737
"Lizardman brute",8564,0,1370,3715
"Soldier",8568,0,1370,3723
"Soldier",8567,0,1370,3746
"Wounded soldier",8573,0,1370,3761
"Ranger",8566,0,1371,3731
"Soldier",8567,0,1372,3718
"Doyen",8569,0,1372,3749
"Wounded soldier",8574,0,1372,3759
"Wounded soldier",8572,0,1372,3763
"Lizardman",8563,0,1374,3713
"Lizardman brute",8564,0,1374,3716
"Lizardman",8563,0,1374,3718
"Soldier",8567,0,1374,3732
"Soldier",8568,0,1374,3741
"Soldier",8568,0,1374,3742
"Soldier",8568,0,1374,3751
"Nurse Emma Gentsy",8571,0,1374,3762
"Soldier",8567,0,1375,3740
"Doyen",8569,0,1376,3712
"Lizardman",8563,0,1377,3716
"Soldier",8567,0,1377,3720
"Soldier",8568,0,1377,3736
"Lovakengj Engineer",8576,0,1377,3755
"Soldier",8568,0,1378,3713
"Lovakengj Engineer",8576,0,1381,3744
"Soldier",8575,0,1382,3760
"General Vir",8577,0,1382,3765
"Lizardman",8563,0,1384,3720
"Lizardman brute",8564,0,1384,3723
"Soldier",8575,0,1384,3744
"Lizardman brute",8564,0,1385,3715
"Ranger",8566,0,1387,3731
"Soldier",8568,0,1387,3735
"Soldier",8568,0,1389,3754
"Lizardman",8563,0,1390,3718
"Lizardman",8563,0,1390,3722
"Soldier",8567,0,1390,3732
"Lizardman brute",8564,0,1393,3721
"Soldier",8568,0,1393,3738
"Soldier",8568,0,1393,3747
"Ranger",8566,0,1394,3734
"Soldier",8568,0,1398,3723
"Soldier",8568,0,1399,3719
"Soldier",8567,0,1401,3715
"Lovakengj Engineer",8576,0,1402,3757
"Doyen",8569,0,1405,3718
"Soldier",8567,0,1405,3720
"Fishing spot",7465,0,1668,3475
"Squirrel",1418,0,1668,3501
"Squirrel",1418,0,1669,3510
"Fishing spot",7465,0,1672,3469
"Squirrel",1417,0,1673,3504
"Fishing spot",7467,0,1674,3469
"Sandy rocks",5936,0,1674,3478
"Fishing spot",7467,0,1675,3469
"Sandy rocks",7207,0,1675,3477
"Sandy rocks",7207,0,1676,3477
"Fishing spot",7466,0,1676,3489
"Fishing spot",7466,0,1678,3492
"Sandy rocks",7207,0,1683,3487
"Sandy rocks",5936,0,1684,3478
"Sandy rocks",7207,0,1685,3479
"Sandy rocks",5936,0,1685,3489
"Sandy rocks",7207,0,1686,3490
"Sandy rocks",7207,0,1688,3474
"Sandy rocks",5936,0,1690,3479
"Sandy rocks",5936,0,1694,3466
"Sandy rocks",7207,0,1694,3470
"Sandy rocks",7207,0,1694,3487
"Sandy rocks",7207,0,1695,3472
"Sandy rocks",7207,0,1696,3482
"Sandy rocks",7207,0,1697,3486
"Sandy rocks",7207,0,1698,3461
"Sandy rocks",7207,0,1698,3479
"Man",9392,0,1705,3483
"Spider",3019,0,1715,3497
"Smoggy",7069,0,1717,3467
"Woman",6992,0,1724,3502
"Tool Leprechaun",0,0,3008,3370
"Banker",3094,0,3010,3353
"Guard",6707,0,3010,3379
"Banker",3094,0,3011,3353
"Gardener",3276,0,3011,3386
"Dwarf",295,0,3012,3337
"Banker",3094,0,3012,3353
"Banker",3094,0,3013,3353
"Banker",3094,0,3014,3353
"Financial Wizard",6523,0,3015,3353
"Dwarf",7712,0,3017,3340
"Garden supplier",3102,0,3017,3374
"Gadrin",7716,0,3018,3337
"Dwarf",296,0,3019,3333
"Gardener",3275,0,3019,3370
"Dwarf",7713,0,3021,3338
"Dusuri",10633,0,3022,3342
"Guard",6707,0,3023,3339
"Dwarf",294,0,3025,3347
"Guard",6707,0,3025,3360
"Wyson the gardener",5422,0,3027,3379
"Man",3264,0,3029,3352
"Guard",3269,0,3036,3355
"Larry",10418,0,3038,3366
"Guard",3270,0,3041,3355
"Guard",6707,0,3045,3339
"Tau",10417,0,3047,3343
"Man",3265,0,3047,3365
"Party Pete",5792,0,3052,3373
"Guard",6707,0,3058,3371
"Dwarf",295,1,3010,3341
"Dwarf",296,1,3017,3348
"Guard",3273,1,3028,3329
"Guard",3274,1,3031,3389
"Norman",3266,1,3036,3345
"Guard",3274,1,3038,3329
"Guard",3273,1,3039,3388
"Megan",5794,1,3043,3373
"Lucy",5795,1,3046,3383
"Mysterious Old Man",6742,1,3049,3356
"Guard",3274,1,3049,3389
"Guard",3273,1,3051,3329
"Mysterious ghost",6110,1,3053,3378
"Guard",3273,1,3056,3389
"Guard",3274,1,3059,3330
"Guard",3274,1,3064,3384
"Bob",7502,0,3549,10420
"Dallas Jones",7496,0,3551,10421
"Dark warrior",7856,0,3786,9098
"Dark warrior",7856,0,3787,9110
"Dark warrior",7856,0,3790,9093
"Dark warrior",7856,0,3790,9103
"Dark warrior",7856,0,3792,9112
"Skeleton",7857,0,3793,9129
"Ankou",7944,0,3793,9134
"Dark warrior",7856,0,3795,9096
"Dark warrior",7856,0,3796,9107
"Ankou",7944,0,3799,9128
"Dark warrior",7856,0,3800,9112
"Dark warrior",7856,0,3801,9102
"Dark warrior",7856,0,3804,9102
"Dark warrior",7856,0,3805,9094
"Dark warrior",7856,0,3805,9108
"Skeleton",7857,0,3808,9089
"Skeleton",7857,0,3808,9095
"Skeleton",7857,0,3814,9110
"Dark warrior",7856,0,3815,9128
"Dark warrior",7856,0,3815,9136
"Dark warrior",7856,0,3816,9096
"Skeleton",7857,0,3817,9091
"Dark warrior",7856,0,3817,9123
"Skeleton",7857,0,3819,9099
"Dark warrior",7856,0,3819,9107
"Dark warrior",7856,0,3819,9141
"Dark warrior",7856,0,3820,9132
"Skeleton",7857,0,3821,9110
"Dark warrior",7856,0,3824,9126
"Dark warrior",7856,0,3825,9137
"Dark warrior",7856,0,3825,9140
"Skeleton",7857,0,3826,9106
"Dark warrior",7856,0,3829,9122
"Ankou",7944,0,3830,9088
"Dark warrior",7856,0,3831,9131
"Dark warrior",7856,0,3833,9109
"Dark warrior",7856,0,3833,9141
"Dark warrior",7856,0,3834,9126
"Skeleton",7857,0,3837,9109
"Skeleton",7857,0,3838,9117
"Dark warrior",7856,0,3838,9123
"Dark warrior",7856,1,3778,9099
"Dark warrior",7856,1,3785,9096
"Dark warrior",7856,1,3785,9102
"Dark warrior",7856,1,3785,9110
"Dark warrior",7856,1,3795,9099
"Dark warrior",7856,1,3795,9106
"Dark warrior",7856,1,3796,9095
"Dark warrior",7856,1,3796,9110
"Dark warrior",7856,1,3798,9109
"Dark warrior",7856,1,3805,9112
"Dark warrior",7856,1,3806,9095
"Dark warrior",7856,1,3806,9103
"Dark warrior",7856,1,3813,9106
"Dark warrior",7856,1,3815,9141
"Dark warrior",7856,1,3817,9121
"Dark warrior",7856,1,3817,9132
"Dark warrior",7856,1,3818,9134
"Dark warrior",7856,1,3821,9131
"Dark warrior",7856,1,3821,9149
"Dark warrior",7856,1,3824,9142
"Dark warrior",7856,1,3825,9121
"Dark warrior",7856,1,3828,9114
"Dark warrior",7856,1,3828,9131
"Dark warrior",7856,1,3831,9121
"Dark warrior",7856,1,3832,9132
"Dark warrior",7856,1,3832,9142
"Dark warrior",7856,2,3779,9100
"Dark warrior",7856,2,3779,9103
"Dark warrior",7856,2,3782,9105
"Dark warrior",7856,2,3783,9100
"Dark warrior",7856,2,3790,9103
"Dark warrior",7856,2,3802,9103
"Dark warrior",7856,2,3809,9105
"Dark warrior",7856,2,3810,9100
"Dark warrior",7856,2,3812,9104
"Dark warrior",7856,2,3822,9118
"Dark warrior",7856,2,3822,9145
"Dark warrior",7856,2,3823,9148
"Dark warrior",7856,2,3824,9115
"Dark warrior",7856,2,3824,9126
"Dark warrior",7856,2,3824,9138
"Dark warrior",7856,2,3827,9115
"Dark warrior",7856,2,3827,9119
"Dark warrior",7856,2,3827,9146
"Skeleton",78,0,2994,10346
"Skeleton",77,0,2998,10342
"Skeleton",80,0,2998,10350
"Skeleton",77,0,3002,10356
"Skeleton",79,0,3003,10347
"Skeleton",79,0,3004,10362
"Skeleton",81,0,3006,10352
"Skeleton",78,0,3006,10357
"Bat",9641,2,2252,5876
"Spider",9643,2,2272,5876
"Guard dog",114,0,2624,3319
"Guard dog",114,0,2624,3327
"Unicorn",2837,0,2629,3266
"Warrior woman",3260,0,2629,3295
"Hero",3295,0,2630,3288
"Grizzly bear",2838,0,2632,3280
"Warrior woman",3260,0,2632,3299
"Grizzly bear",2838,0,2633,3274
"Unicorn",2837,0,2634,3265
"Ellie",10430,0,2635,3294
"Horacio",5315,0,2635,3311
"Estate agent",3097,0,2639,3291
"Guard dog",114,0,2641,3315
"GPDT employee",5313,0,2644,3274
"GPDT employee",5313,0,2644,3276
"Guard dog",114,0,2646,3325
"GPDT employee",5313,0,2647,3271
"Hero",3295,0,2647,3306
"Guard",6705,0,2648,3327
"Guard",5418,0,2651,3307
"Knight of Ardougne",3297,0,2652,3318
"Guard",6705,0,2653,3284
"Zenesha",8681,0,2653,3295
"Knight of Ardougne",3297,0,2653,3300
"Paladin",3294,0,2653,3315
"Baker",8724,0,2654,3311
"Noella",10419,0,2655,3321
"Silk merchant",8728,0,2656,3301
"Banker",1618,0,2657,3280
"Financial Wizard",6528,0,2657,3283
"Banker",1613,0,2657,3286
"Paladin",3294,0,2657,3307
"Spice seller",8726,0,2658,3296
"Silver merchant",8722,0,2658,3316
"Guard",5418,0,2659,3309
"Guard",5418,0,2660,3309
"Guard",6705,0,2661,3306
"Guard",5418,0,2661,3309
"Guard",5418,0,2663,3301
"Guard",5418,0,2664,3318
"Guard",5418,0,2665,3300
"Town Crier",279,0,2665,3311
"Fur trader",8727,0,2666,3295
"Hero",3295,0,2667,3316
"Knight of Ardougne",3297,0,2669,3298
"Gem merchant",8723,0,2669,3303
"Baker",8725,0,2669,3310
"Knight of Ardougne",3297,0,2671,3313
"Wizard Cromperty",5314,0,2683,3326
"Guard",6705,0,2687,3305
"Captain Barnaby",3650,0,2679,3275
"Captain Barnaby",1977,0,2683,3275
"My Arm",746,0,2684,3274
"BigRedJapan",5921,3,2657,3295
"Enormous Tentacle",10711,0,1883,4818
"Enormous Tentacle",10710,0,1883,4830
"Gull",284,0,1884,4815
"Murphy",5608,0,1885,4825
"Gull",285,0,1888,4831
"Gull",285,0,1889,4818
"Gull",284,0,1893,4832
"Gull",284,0,1896,4819
"Enormous Tentacle",10711,1,1883,4818
"Enormous Tentacle",10710,1,1883,4830
"<col=00ffff>Eye</col>",6479,0,3024,4770
"<col=00ffff>Eye</col>",6480,0,3027,4786
"<col=00ffff>Eye</col>",6480,0,3051,4771
"<col=00ffff>Eye</col>",6479,0,3051,4790
"Rocks",103,0,1199,3562
"Rocks",101,0,1200,3565
"Rocks",103,0,1200,3579
"Rocks",103,0,1201,3553
"Rocks",101,0,1201,3559
"Rocks",103,0,1202,3562
"Rocks",103,0,1202,3577
"Rocks",103,0,1202,3581
"Rocks",103,0,1203,3546
"Rocks",101,0,1203,3551
"Rocks",103,0,1203,3554
"Rocks",103,0,1204,3557
"Rocks",101,0,1204,3563
"Rocks",101,0,1205,3544
"Rocks",101,0,1207,3538
"Rocks",103,0,1208,3541
"Rocks",101,0,1209,3533
"Rocks",103,0,1210,3535
"Rocks",101,0,1210,3543
"Rocks",103,0,1211,3538
"Rocks",103,0,1212,3532
"Rocks",101,0,1213,3539
"Rocks",103,0,1214,3535
"",5898,3,2135,4842
"Chicken",1173,0,2691,3273
"Chicken",1174,0,2691,3277
"Chicken",1174,0,2692,3271
"Chicken",1173,0,2695,3274
"Witchaven villager",6249,0,2706,3285
"Kennith",5064,0,2710,3283
"Mayor Hobb",6243,0,2711,3292
"Witchaven villager",6245,0,2715,3278
"Witchaven villager",6248,0,2716,3278
"Witchaven villager",6246,0,2716,3289
"Caroline",5067,0,2716,3302
"Witchaven villager",6249,0,2717,3289
"Jeb",6252,0,2719,3304
"Holgart",5071,0,2720,3306
"Witchaven villager",6245,0,2721,3292
"Brother Maledict",6244,0,2722,3283
"Witchaven villager",6248,0,2722,3292
"Witchaven villager",6247,0,2728,3274
"Witchaven villager",6250,0,2729,3274
"Ezekial Lovecraft",4789,0,2732,3290
"Witchaven villager",6246,0,2733,3284
"Witchaven villager",6249,0,2734,3284
"Witchaven villager",6247,0,2737,3300
"Kent",6270,1,2710,3281
"<col=00ffff>Chair</col>",6242,0,2740,3310
"Undead tree",4418,0,3138,3352
"Undead tree",4418,0,3140,3360
"Duck",1838,0,3140,3387
"Duck",1839,0,3142,3386
"Undead tree",4418,0,3143,3357
"Undead tree",4418,0,3143,3365
"Duck",1838,0,3143,3384
"Duck",1839,0,3144,3382
"Duck",1838,0,3146,3382
"Duck",1839,0,3147,3380
"Duck",1838,0,3148,3372
"Duck",1839,0,3148,3374
"Duck",1838,0,3150,3368
"Duck",1839,0,3150,3370
"Duck",1838,0,3150,3371
"Duck",1838,0,3150,3373
"Duck",1839,0,3151,3371
"Duck",1839,0,3152,3357
"Cow",2793,0,3155,3331
"Cow calf",2794,0,3155,3336
"Cow",2791,0,3156,3342
"Duck",1839,0,3157,3352
"Duck",1838,0,3157,3354
"Cow calf",2794,0,3158,3329
"Cow",2791,0,3158,3336
"Cow",2791,0,3160,3329
"Cow calf",2792,0,3160,3342
"Duck",1838,0,3160,3351
"Duck",1839,0,3161,3350
"Cow",2790,0,3162,3335
"Farmer",3243,0,3162,3338
"Duck",1839,0,3162,3351
"Duck",1838,0,3163,3350
"Cow",2793,0,3164,3340
"Duck",1839,0,3164,3348
"Cow",2791,0,3169,3335
"Cow",2790,0,3169,3341
"Duck",1838,0,3169,3345
"Duck",1839,0,3169,3346
"Duck",1838,0,3169,3355
"Cow",2793,0,3170,3329
"Duck",1838,0,3171,3355
"Duck",1838,0,3172,3345
"Duck",1839,0,3172,3355
"Cow",2790,0,3173,3332
"Cow calf",2794,0,3173,3336
